pathway	Description	p.Val	FDR	Phenotype
GO_NEURON_FATE_SPECIFICATION	GO_NEURON_FATE_SPECIFICATION	1	1	-1
GO_CHEMOSENSORY_BEHAVIOR	GO_CHEMOSENSORY_BEHAVIOR	1	1	-1
GO_PROTEIN_KINASE_C_SIGNALING	GO_PROTEIN_KINASE_C_SIGNALING	1	1	-1
GO_GLUCOSE_IMPORT	GO_GLUCOSE_IMPORT	1	1	-1
GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	1	1	-1
GO_HEPATOCYTE_APOPTOTIC_PROCESS	GO_HEPATOCYTE_APOPTOTIC_PROCESS	1	1	-1
GO_TETRAHYDROFOLATE_METABOLIC_PROCESS	GO_TETRAHYDROFOLATE_METABOLIC_PROCESS	1	1	-1
GO_REGULATION_OF_NECROTIC_CELL_DEATH	GO_REGULATION_OF_NECROTIC_CELL_DEATH	1	1	-1
GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	1	1	-1
GO_CYTOPLASMIC_TRANSLATIONAL_INITIATION	GO_CYTOPLASMIC_TRANSLATIONAL_INITIATION	1	1	-1
GO_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY	GO_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY	1	1	-1
GO_CILIUM_MOVEMENT	GO_CILIUM_MOVEMENT	1	1	-1
GO_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	GO_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1	1	-1
GO_POSITIVE_T_CELL_SELECTION	GO_POSITIVE_T_CELL_SELECTION	1	1	-1
GO_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	GO_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	1	1	-1
GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_B_CELL_DIFFERENTIATION	GO_REGULATION_OF_B_CELL_DIFFERENTIATION	1	1	-1
GO_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	GO_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	1	1	-1
GO_REGULATION_OF_LIPASE_ACTIVITY	GO_REGULATION_OF_LIPASE_ACTIVITY	1	1	-1
GO_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	GO_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	1	1	-1
GO_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS	GO_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS	1	1	-1
GO_SPERM_EGG_RECOGNITION	GO_SPERM_EGG_RECOGNITION	1	1	-1
GO_GALACTOSE_METABOLIC_PROCESS	GO_GALACTOSE_METABOLIC_PROCESS	1	1	-1
GO_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS	1	1	-1
GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1	1	-1
GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1	1	-1
GO_CELLULAR_ANION_HOMEOSTASIS	GO_CELLULAR_ANION_HOMEOSTASIS	1	1	-1
GO_TOXIN_METABOLIC_PROCESS	GO_TOXIN_METABOLIC_PROCESS	1	1	-1
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST	GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST	1	1	-1
GO_DNA_DEMETHYLATION	GO_DNA_DEMETHYLATION	1	1	-1
GO_NEUTRAL_LIPID_CATABOLIC_PROCESS	GO_NEUTRAL_LIPID_CATABOLIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	1	1	-1
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	GO_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	1	1	-1
GO_PORE_COMPLEX_ASSEMBLY	GO_PORE_COMPLEX_ASSEMBLY	1	1	-1
GO_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	GO_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	1	1	-1
GO_4_HYDROXYPROLINE_METABOLIC_PROCESS	GO_4_HYDROXYPROLINE_METABOLIC_PROCESS	1	1	-1
GO_ANION_HOMEOSTASIS	GO_ANION_HOMEOSTASIS	1	1	-1
GO_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	GO_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	1	1	-1
GO_CELLULAR_POTASSIUM_ION_HOMEOSTASIS	GO_CELLULAR_POTASSIUM_ION_HOMEOSTASIS	1	1	-1
GO_PROTEIN_MANNOSYLATION	GO_PROTEIN_MANNOSYLATION	1	1	-1
GO_REGULATION_OF_FATTY_ACID_TRANSPORT	GO_REGULATION_OF_FATTY_ACID_TRANSPORT	1	1	-1
GO_HORMONE_BIOSYNTHETIC_PROCESS	GO_HORMONE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_EXTRACELLULAR_REGULATION_OF_SIGNAL_TRANSDUCTION	GO_EXTRACELLULAR_REGULATION_OF_SIGNAL_TRANSDUCTION	1	1	-1
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	1	1	-1
GO_ONE_CARBON_METABOLIC_PROCESS	GO_ONE_CARBON_METABOLIC_PROCESS	1	1	-1
GO_TRANSEPITHELIAL_TRANSPORT	GO_TRANSEPITHELIAL_TRANSPORT	1	1	-1
GO_VACUOLAR_ACIDIFICATION	GO_VACUOLAR_ACIDIFICATION	1	1	-1
GO_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	GO_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	1	1	-1
GO_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	1	1	-1
GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1	1	-1
GO_GLYCOPROTEIN_CATABOLIC_PROCESS	GO_GLYCOPROTEIN_CATABOLIC_PROCESS	1	1	-1
GO_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	GO_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	1	1	-1
GO_RENAL_WATER_HOMEOSTASIS	GO_RENAL_WATER_HOMEOSTASIS	1	1	-1
GO_HEART_VALVE_FORMATION	GO_HEART_VALVE_FORMATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	1	1	-1
GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	1	1	-1
GO_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	GO_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	1	1	-1
GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY	GO_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY	1	1	-1
GO_CARDIAC_CELL_FATE_COMMITMENT	GO_CARDIAC_CELL_FATE_COMMITMENT	1	1	-1
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	1	1	-1
GO_BLOOD_COAGULATION_INTRINSIC_PATHWAY	GO_BLOOD_COAGULATION_INTRINSIC_PATHWAY	1	1	-1
GO_GLOMERULUS_DEVELOPMENT	GO_GLOMERULUS_DEVELOPMENT	1	1	-1
GO_TELOMERE_MAINTENANCE_VIA_RECOMBINATION	GO_TELOMERE_MAINTENANCE_VIA_RECOMBINATION	1	1	-1
GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	1	1	-1
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	1	1	-1
GO_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS	GO_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS	1	1	-1
GO_MITOCHONDRIAL_RNA_PROCESSING	GO_MITOCHONDRIAL_RNA_PROCESSING	1	1	-1
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	-1
GO_POSITIVE_REGULATION_OF_HAIR_CYCLE	GO_POSITIVE_REGULATION_OF_HAIR_CYCLE	1	1	-1
GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	1	1	-1
GO_GRANULOCYTE_MIGRATION	GO_GRANULOCYTE_MIGRATION	1	1	-1
GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	1	1	-1
GO_PHOSPHATE_ION_TRANSPORT	GO_PHOSPHATE_ION_TRANSPORT	1	1	-1
GO_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	1	1	-1
GO_REGULATION_OF_CELLULAR_EXTRAVASATION	GO_REGULATION_OF_CELLULAR_EXTRAVASATION	1	1	-1
GO_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	GO_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT	GO_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT	1	1	-1
GO_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	GO_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	GO_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	1	1	-1
GO_AMINO_SUGAR_METABOLIC_PROCESS	GO_AMINO_SUGAR_METABOLIC_PROCESS	1	1	-1
GO_VITAMIN_BIOSYNTHETIC_PROCESS	GO_VITAMIN_BIOSYNTHETIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	1	1	-1
GO_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	GO_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	1	1	-1
GO_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GO_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1	1	-1
GO_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	GO_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	1	1	-1
GO_EXOCRINE_SYSTEM_DEVELOPMENT	GO_EXOCRINE_SYSTEM_DEVELOPMENT	1	1	-1
GO_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_FEVER_GENERATION	GO_REGULATION_OF_FEVER_GENERATION	1	1	-1
GO_CARDIOBLAST_DIFFERENTIATION	GO_CARDIOBLAST_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_URINE_VOLUME	GO_REGULATION_OF_URINE_VOLUME	1	1	-1
GO_PHOTORECEPTOR_CELL_DEVELOPMENT	GO_PHOTORECEPTOR_CELL_DEVELOPMENT	1	1	-1
GO_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	GO_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	1	1	-1
GO_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	GO_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	1	1	-1
GO_METHIONINE_BIOSYNTHETIC_PROCESS	GO_METHIONINE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_MESONEPHRIC_TUBULE_MORPHOGENESIS	GO_MESONEPHRIC_TUBULE_MORPHOGENESIS	1	1	-1
GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	1	1	-1
GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	1	1	-1
GO_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	GO_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	1	1	-1
GO_RNA_CAPPING	GO_RNA_CAPPING	1	1	-1
GO_SPINAL_CORD_PATTERNING	GO_SPINAL_CORD_PATTERNING	1	1	-1
GO_ERYTHROCYTE_MATURATION	GO_ERYTHROCYTE_MATURATION	1	1	-1
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	-1
GO_BASIC_AMINO_ACID_TRANSPORT	GO_BASIC_AMINO_ACID_TRANSPORT	1	1	-1
GO_CELL_MIGRATION_INVOLVED_IN_GASTRULATION	GO_CELL_MIGRATION_INVOLVED_IN_GASTRULATION	1	1	-1
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	1	1	-1
GO_FACE_DEVELOPMENT	GO_FACE_DEVELOPMENT	1	1	-1
GO_DETOXIFICATION	GO_DETOXIFICATION	1	1	-1
GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	1	1	-1
GO_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GO_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	1	1	-1
GO_BROWN_FAT_CELL_DIFFERENTIATION	GO_BROWN_FAT_CELL_DIFFERENTIATION	1	1	-1
GO_INOSITOL_METABOLIC_PROCESS	GO_INOSITOL_METABOLIC_PROCESS	1	1	-1
GO_CELLULAR_SODIUM_ION_HOMEOSTASIS	GO_CELLULAR_SODIUM_ION_HOMEOSTASIS	1	1	-1
GO_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	1	1	-1
GO_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	GO_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_MEGAKARYOCYTE_DEVELOPMENT	GO_MEGAKARYOCYTE_DEVELOPMENT	1	1	-1
GO_VASODILATION	GO_VASODILATION	1	1	-1
GO_PIGMENT_CELL_DIFFERENTIATION	GO_PIGMENT_CELL_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_BONE_REMODELING	GO_REGULATION_OF_BONE_REMODELING	1	1	-1
GO_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	GO_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	1	1	-1
GO_NERVE_DEVELOPMENT	GO_NERVE_DEVELOPMENT	1	1	-1
GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	1	1	-1
GO_PHAGOSOME_ACIDIFICATION	GO_PHAGOSOME_ACIDIFICATION	1	1	-1
GO_TETRAPYRROLE_METABOLIC_PROCESS	GO_TETRAPYRROLE_METABOLIC_PROCESS	1	1	-1
GO_VENTRAL_SPINAL_CORD_INTERNEURON_DIFFERENTIATION	GO_VENTRAL_SPINAL_CORD_INTERNEURON_DIFFERENTIATION	1	1	-1
GO_KERATAN_SULFATE_CATABOLIC_PROCESS	GO_KERATAN_SULFATE_CATABOLIC_PROCESS	1	1	-1
GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	1	1	-1
GO_POSITIVE_REGULATION_OF_CYTOKINESIS	GO_POSITIVE_REGULATION_OF_CYTOKINESIS	1	1	-1
GO_BICARBONATE_TRANSPORT	GO_BICARBONATE_TRANSPORT	1	1	-1
GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	1	1	-1
GO_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	GO_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	1	1	-1
GO_SEGMENTATION	GO_SEGMENTATION	1	1	-1
GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	1	1	-1
GO_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE	GO_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE	1	1	-1
GO_TRNA_METHYLATION	GO_TRNA_METHYLATION	1	1	-1
GO_GASTRULATION	GO_GASTRULATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	1	1	-1
GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	1	1	-1
GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	1	1	-1
GO_SULFUR_COMPOUND_TRANSPORT	GO_SULFUR_COMPOUND_TRANSPORT	1	1	-1
GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	1	1	-1
GO_HEART_FORMATION	GO_HEART_FORMATION	1	1	-1
GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	1	1	-1
GO_PARTURITION	GO_PARTURITION	1	1	-1
GO_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS	GO_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS	1	1	-1
GO_MEIOTIC_CHROMOSOME_SEPARATION	GO_MEIOTIC_CHROMOSOME_SEPARATION	1	1	-1
GO_DIOL_METABOLIC_PROCESS	GO_DIOL_METABOLIC_PROCESS	1	1	-1
GO_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	GO_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	1	1	-1
GO_OXYGEN_TRANSPORT	GO_OXYGEN_TRANSPORT	1	1	-1
GO_REGULATION_OF_LIPID_TRANSPORT	GO_REGULATION_OF_LIPID_TRANSPORT	1	1	-1
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	GO_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	1	1	-1
GO_ORGAN_INDUCTION	GO_ORGAN_INDUCTION	1	1	-1
GO_MULTIVESICULAR_BODY_SORTING_PATHWAY	GO_MULTIVESICULAR_BODY_SORTING_PATHWAY	1	1	-1
GO_OUTER_DYNEIN_ARM_ASSEMBLY	GO_OUTER_DYNEIN_ARM_ASSEMBLY	1	1	-1
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	GO_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	1	1	-1
GO_BILE_ACID_AND_BILE_SALT_TRANSPORT	GO_BILE_ACID_AND_BILE_SALT_TRANSPORT	1	1	-1
GO_MESODERM_MORPHOGENESIS	GO_MESODERM_MORPHOGENESIS	1	1	-1
GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	1	1	-1
GO_NUCLEOSIDE_SALVAGE	GO_NUCLEOSIDE_SALVAGE	1	1	-1
GO_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	GO_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	1	1	-1
GO_NEGATIVE_REGULATION_OF_ANOIKIS	GO_NEGATIVE_REGULATION_OF_ANOIKIS	1	1	-1
GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	1	1	-1
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA	GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA	1	1	-1
GO_PIGMENT_GRANULE_ORGANIZATION	GO_PIGMENT_GRANULE_ORGANIZATION	1	1	-1
GO_ACROSOME_ASSEMBLY	GO_ACROSOME_ASSEMBLY	1	1	-1
GO_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	1	1	-1
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	1	1	-1
GO_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	GO_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	1	1	-1
GO_AMINO_SUGAR_CATABOLIC_PROCESS	GO_AMINO_SUGAR_CATABOLIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	GO_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	1	1	-1
GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	1	1	-1
GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	1	1	-1
GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	1	1	-1
GO_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	GO_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	1	1	-1
GO_FATTY_ACID_DERIVATIVE_TRANSPORT	GO_FATTY_ACID_DERIVATIVE_TRANSPORT	1	1	-1
GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	1	1	-1
GO_MALE_MEIOSIS_I	GO_MALE_MEIOSIS_I	1	1	-1
GO_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	GO_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	1	1	-1
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	1	1	-1
GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	1	1	-1
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	1	1	-1
GO_CELLULAR_RESPONSE_TO_ETHANOL	GO_CELLULAR_RESPONSE_TO_ETHANOL	1	1	-1
GO_RESPIRATORY_BURST	GO_RESPIRATORY_BURST	1	1	-1
GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	1	1	-1
GO_NIK_NF_KAPPAB_SIGNALING	GO_NIK_NF_KAPPAB_SIGNALING	1	1	-1
GO_MAMMARY_GLAND_DEVELOPMENT	GO_MAMMARY_GLAND_DEVELOPMENT	1	1	-1
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1	1	-1
GO_MAINTENANCE_OF_CELL_POLARITY	GO_MAINTENANCE_OF_CELL_POLARITY	1	1	-1
GO_MRNA_CLEAVAGE	GO_MRNA_CLEAVAGE	1	1	-1
GO_POSITIVE_REGULATION_OF_URINE_VOLUME	GO_POSITIVE_REGULATION_OF_URINE_VOLUME	1	1	-1
GO_GLYCINE_METABOLIC_PROCESS	GO_GLYCINE_METABOLIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	1	1	-1
